0,1,2,3,4,5,6,Possibility
-0.26956404778826665,-0.14006515939231723,1.0630434167162326,0.8114146504379922,-0.03241306089808981,1.1582864322204143,0.6068634210117718,1.0
-1.181405816680882,-0.14006515939231723,1.0630434167162326,-1.6397734623745717,-0.03241306089808981,1.1582864322204143,0.6068634210117718,0.0
0.034383208509271804,-0.14006515939231723,-1.6992648816409772,0.6739895486954004,1.5035914471712293,-0.17093820957229405,0.6068634210117718,1.0
-0.4215376759370359,-0.14006515939231723,-1.2450598258708319,0.021220315418092602,-0.6468148641258175,1.1582864322204143,0.6068634210117718,0.0
-0.8774585603833436,-0.14006515939231723,-0.12790077849495615,0.512779333189669,-0.18601351170502173,1.1582864322204143,-1.7311641070347057,0.0
-1.181405816680882,-0.14006515939231723,-0.12790077849495615,-1.4468497618513185,-0.03241306089808981,0.3045776064062151,0.6068634210117718,0.0
0.8702381633275026,-0.14006515939231723,-1.2450598258708319,0.7810225606295342,-0.03241306089808981,-1.270515177220983,0.6068634210117718,0.0
-0.8014717463089589,-0.14006515939231723,-0.12790077849495615,0.6739895486954004,-0.03241306089808981,-0.17093820957229405,-1.7436305650126558,0.0
1.4021458618481948,-0.14006515939231723,1.0630434167162326,0.8114146504379922,-0.03241306089808981,1.1582864322204143,-1.7013741295289546,0.0
0.6422777211043487,-0.14006515939231723,-0.12790077849495615,-1.140286073348615,-0.03241306089808981,-1.4049743172867193,0.6068634210117718,0.0
-0.5735113040858051,-0.14006515939231723,1.0630434167162326,-2.2714003723068656,-0.03241306089808981,1.1582864322204143,-1.6163755524065668,1.0
0.3383304648068102,-0.14006515939231723,-0.12790077849495615,0.512779333189669,-0.03241306089808981,0.3045776064062151,-1.6163755524065668,0.0
1.6301063040713486,-0.47021742611754147,-0.12790077849495615,0.6739895486954004,0.7355891931365698,1.1582864322204143,-1.5682906430630448,1.0
0.41431727888119485,-0.14006515939231723,-1.2450598258708319,0.021220315418092602,-0.10921328630155576,1.1582864322204143,0.6068634210117718,0.0
0.3383304648068102,-0.14006515939231723,1.0630434167162326,0.8114146504379922,-0.03241306089808981,1.1582864322204143,0.6068634210117718,0.0
-0.5735113040858051,-0.14006515939231723,1.0630434167162326,0.6739895486954004,-0.03241306089808981,-0.17093820957229405,0.6068634210117718,0.0
-0.4215376759370359,-0.14006515939231723,-0.9069087965954258,0.8114146504379922,0.5819887423296378,0.3045776064062151,-1.5682906430630448,0.0
0.6422777211043487,-0.14006515939231723,1.0630434167162326,0.512779333189669,0.35158806611924,-0.17093820957229405,-1.7436305650126558,1.0
0.034383208509271804,0.2602718799388164,1.0630434167162326,0.3832826027014578,0.7355891931365698,0.3045776064062151,0.6068634210117718,1.0
-1.0294321885321127,-0.14006515939231723,-0.12790077849495615,-2.034870629884521,-0.03241306089808981,1.1582864322204143,0.6068634210117718,0.0
